Station Na,Station Id,State Code,State Name,Network Co,Network Na,Elevation,Latitude,Longitude,County Nam,County Cod,Start Date,End Date,Aspect_tif,Slope_tif1,LandCover,LC_Detail
Mores Creek Summit,637,ID,IDAHO,SNTL,SNOTEL,6100,43.932,-115.66588,Boise,15,9/30/1978,1/1/2100,345.38458,14.8813,52,Shrub_Scrub
Morgan Creek,639,ID,IDAHO,SNTL,SNOTEL,7600,44.84237,-114.26871,Lemhi,59,10/1/1979,1/1/2100,181.73326,10.15067,71,Grassland_Herbaceous
Mormon Mountain,640,AZ,ARIZONA,SNTL,SNOTEL,7500,34.94141,-111.51864,Coconino,5,1/1/1963,1/1/2100,166.32106,2.69454,42,Evergreen Forest
Mormon Mtn Summit,1125,AZ,ARIZONA,SNTL,SNOTEL,8462,34.96942,-111.50868,Coconino,5,6/2/2008,1/1/2100,348.048,15.84582,42,Evergreen Forest
Morse Lake,642,WA,WASHINGTON,SNTL,SNOTEL,5410,46.90585,-121.4827,Yakima,77,10/1/1978,1/1/2100,163.50813,28.29091,42,Evergreen Forest
Mosby Mtn.,643,UT,UTAH,SNTL,SNOTEL,9553,40.60798,-109.8881,Uintah,47,10/1/1978,1/1/2100,39.6827,8.55656,42,Evergreen Forest
Moscow Mountain,989,ID,IDAHO,SNTL,SNOTEL,4700,46.805,-116.8535,Latah,57,10/1/2000,1/1/2100,6.8972,29.33138,42,Evergreen Forest
Moses Mtn,644,WA,WASHINGTON,SNTL,SNOTEL,5010,48.36163,-119.08159,Okanogan,47,10/1/1991,1/1/2100,153.38971,3.75557,42,Evergreen Forest
Mosquito Ridge,645,ID,IDAHO,SNTL,SNOTEL,5260,48.05726,-116.23055,Shoshone,79,10/1/1978,1/1/2100,254.187,4.81879,42,Evergreen Forest
Moss Peak,646,MT,MONTANA,SNTL,SNOTEL,6780,47.68493,-113.9623,Lake,47,4/1/1961,1/1/2100,10.42339,10.07645,42,Evergreen Forest
Moss Springs,647,OR,OREGON,SNTL,SNOTEL,5760,45.27173,-117.68747,Union,61,10/1/1979,1/1/2100,267.54074,3.08976,42,Evergreen Forest
Mount Crag,648,WA,WASHINGTON,SNTL,SNOTEL,3960,47.7637,-123.026,Jefferson,31,10/1/1989,1/1/2100,315.41257,16.99996,42,Evergreen Forest
Mount Gardner,898,WA,WASHINGTON,SNTL,SNOTEL,2920,47.35768,-121.56812,King,33,10/1/1993,1/1/2100,128.62569,10.57047,42,Evergreen Forest
Mount Lockhart,649,MT,MONTANA,SNTL,SNOTEL,6400,47.91727,-112.8238,Teton,99,10/1/1968,1/1/2100,140.13586,12.65061,42,Evergreen Forest
Mountain Meadows,650,ID,IDAHO,SNTL,SNOTEL,6320,45.69694,-115.22972,Idaho,49,10/1/1979,1/1/2100,128.19371,8.79194,42,Evergreen Forest
Mowich,941,WA,WASHINGTON,SNTL,SNOTEL,3160,46.92833,-121.95232,Pierce,53,9/30/1998,1/1/2100,190.24815,29.50304,42,Evergreen Forest
Mt Baldy,1224,UT,UTAH,SNTL,SNOTEL,9524,39.13648,-111.50527,Sanpete,39,10/1/2012,1/1/2100,19.09354,12.75447,42,Evergreen Forest
Mt Hood Test Site,651,OR,OREGON,SNTL,SNOTEL,5370,45.32097,-121.7158,Clackamas,5,10/1/1979,1/1/2100,132.34247,5.71019,21,Developed_Open Space
Mt Pennell,1269,UT,UTAH,SNTL,SNOTEL,9209,37.97793,-110.7933,Garfield,17,10/1/2015,1/1/2100,17.46106,21.69993,21,Developed_Open Space
Mt Rose Ski Area,652,NV,NEVADA,SNTL,SNOTEL,8801,39.31573,-119.89473,Washoe,31,10/1/1980,1/1/2100,350.30005,16.5451,42,Evergreen Forest
Mt. Howard,653,OR,OREGON,SNTL,SNOTEL,7910,45.26522,-117.17373,Wallowa,63,10/1/1979,1/1/2100,137.39417,5.1132,42,Evergreen Forest
Mt. Tebo,1126,WA,WASHINGTON,SNTL,SNOTEL,3384,47.46061,-123.41219,Mason,45,7/8/2020,1/1/2100,6.76497,26.44735,42,Evergreen Forest
Muckamuck,1259,WA,WASHINGTON,SNTL,SNOTEL,4470,48.58526,-119.86624,Okanogan,47,6/10/2014,1/1/2100,172.84824,12.12615,52,Shrub_Scrub
Mud Flat,654,ID,IDAHO,SNTL,SNOTEL,5730,42.6004,-116.55925,Owyhee,73,10/1/1979,1/1/2100,42.49745,8.53516,52,Shrub_Scrub
Mud Ridge,655,OR,OREGON,SNTL,SNOTEL,4070,45.25362,-121.73673,Clackamas,5,10/1/1978,1/1/2100,45.78577,5.31262,42,Evergreen Forest
Mule Creek,656,MT,MONTANA,SNTL,SNOTEL,8300,45.40957,-112.95927,Beaverhead,1,10/1/1977,1/1/2100,81.7762,6.16246,42,Evergreen Forest
Myrtle Creek,1053,ID,IDAHO,SNTL,SNOTEL,3520,48.72263,-116.46312,Boundary,21,10/1/2003,1/1/2100,193.60727,32.13529,52,Shrub_Scrub
N Fk Elk Creek,657,MT,MONTANA,SNTL,SNOTEL,6250,46.8716,-113.27725,Powell,77,10/1/1967,1/1/2100,183.63396,11.3886,42,Evergreen Forest
Nast Lake,658,CO,COLORADO,SNTL,SNOTEL,8731,39.29695,-106.60786,Pitkin,97,10/1/1985,1/1/2100,252.664,1.27617,42,Evergreen Forest
Navajo Whiskey Ck,1138,NM,NEW MEXICO,SNTL,SNOTEL,9064,36.17716,-108.94556,San Juan,45,5/12/2009,1/1/2100,6.53254,1.28932,42,Evergreen Forest
Nevada Ridge,903,MT,MONTANA,SNTL,SNOTEL,7020,46.84234,-112.50787,Lewis and Clark,49,10/1/1977,1/1/2100,288.23193,6.69564,42,Evergreen Forest
Never Summer,1031,CO,COLORADO,SNTL,SNOTEL,10323,40.40392,-105.95567,Jackson,57,9/1/2002,1/1/2100,338.56143,11.80659,90,Woody Wetlands
New Crescent Lake,660,OR,OREGON,SNTL,SNOTEL,4910,43.51185,-121.97982,Klamath,35,10/1/1979,1/1/2100,119.22533,4.16179,42,Evergreen Forest
New Fork Lake,661,WY,WYOMING,SNTL,SNOTEL,8340,43.11265,-109.94947,Sublette,35,10/1/1984,1/1/2100,100.35726,3.34828,42,Evergreen Forest
Nez Perce Camp,662,MT,MONTANA,SNTL,SNOTEL,5650,45.73107,-114.48075,Ravalli,81,10/1/1967,1/1/2100,127.85106,6.00837,42,Evergreen Forest
Niwot,663,CO,COLORADO,SNTL,SNOTEL,9979,40.03581,-105.5452,Boulder,13,10/1/1979,1/1/2100,110.2384,7.64993,42,Evergreen Forest
Noisy Basin,664,MT,MONTANA,SNTL,SNOTEL,6040,48.15678,-113.94637,Flathead,29,4/1/1961,1/1/2100,5.98396,28.64606,42,Evergreen Forest
North Costilla,665,NM,NEW MEXICO,SNTL,SNOTEL,10598,36.99396,-105.25988,Taos,55,10/1/1978,1/1/2100,202.20067,4.65789,43,Mixed Forest
North Fork,666,OR,OREGON,SNTL,SNOTEL,3060,45.5505,-122.00283,Multnomah,51,10/1/1978,1/1/2100,25.94527,8.60557,42,Evergreen Forest
North Fork Jocko,667,MT,MONTANA,SNTL,SNOTEL,6330,47.2726,-113.75617,Missoula,63,4/1/1961,1/1/2100,109.80137,7.2045,42,Evergreen Forest
North French Creek,668,WY,WYOMING,SNTL,SNOTEL,10153,41.33087,-106.37558,Carbon,7,9/1/1962,1/1/2100,224.67383,15.95719,42,Evergreen Forest
North Lost Trail,669,CO,COLORADO,SNTL,SNOTEL,9219,39.07818,-107.14388,Gunnison,51,10/1/1984,1/1/2100,227.80219,19.27467,43,Mixed Forest
North Rapid Creek,920,SD,SOUTH DAKOTA,SNTL,SNOTEL,6130,44.20617,-103.78758,Lawrence,81,8/9/1996,1/1/2100,6.73614,3.86083,42,Evergreen Forest
Northeast Entrance,670,MT,MONTANA,SNTL,SNOTEL,7350,45.00565,-110.01406,Yellowstone National Park,113,10/1/1937,1/1/2100,206.08904,11.60949,42,Evergreen Forest
Nutrioso,1127,AZ,ARIZONA,SNTL,SNOTEL,8571,33.89791,-109.15465,Apache,1,6/2/2008,1/1/2100,224.57568,6.9178,42,Evergreen Forest
Oak Creek,1146,UT,UTAH,SNTL,SNOTEL,7850,39.3485,-112.32639,Millard,27,10/1/2010,1/1/2100,108.70972,20.42764,52,Shrub_Scrub
Ochoco Meadows,671,OR,OREGON,SNTL,SNOTEL,5430,44.42917,-120.3311,Crook,13,10/1/1979,1/1/2100,209.15134,1.12169,95,Emergent Herbaceous Wetlands
Olallie Meadows,672,WA,WASHINGTON,SNTL,SNOTEL,4030,47.37406,-121.44213,King,33,10/1/1979,1/1/2100,344.73218,13.20419,42,Evergreen Forest
ONeil Creek,1272,NV,NEVADA,SNTL,SNOTEL,6520,41.8642,-115.08316,Elko,7,6/7/2018,1/1/2100,127.93194,7.16995,52,Shrub_Scrub
Onion Park,1008,MT,MONTANA,SNTL,SNOTEL,7410,46.91348,-110.8536,Meagher,59,10/1/1992,1/1/2100,339.01123,5.34553,42,Evergreen Forest
Overland Res.,675,CO,COLORADO,SNTL,SNOTEL,9893,39.09035,-107.63583,Delta,29,10/1/1988,1/1/2100,303.01758,4.26368,42,Evergreen Forest
Owl Creek,676,WY,WYOMING,SNTL,SNOTEL,8975,43.65868,-109.00988,Hot Springs,17,10/1/1979,1/1/2100,5.90477,17.89786,42,Evergreen Forest
Oxford Spring,677,ID,IDAHO,SNTL,SNOTEL,6740,42.26015,-112.12515,Oneida,71,10/1/1979,1/1/2100,243.30583,18.20739,41,Deciduous Forest
Palisades Tahoe,784,CA,CALIFORNIA,SNTL,SNOTEL,8013,39.18986,-120.26576,Placer,61,10/1/1979,1/1/2100,183.82344,13.60949,52,Shrub_Scrub
Palo,1170,NM,NEW MEXICO,SNTL,SNOTEL,9343,36.40869,-105.33038,Taos,55,8/9/2010,1/1/2100,344.77771,17.81581,42,Evergreen Forest
Panguitch Lake RS,1148,UT,UTAH,SNTL,SNOTEL,8350,37.70463,-112.65037,Garfield,17,10/1/2014,1/1/2100,21.1229,5.80777,42,Evergreen Forest
Paradise,679,WA,WASHINGTON,SNTL,SNOTEL,5130,46.78265,-121.74765,Pierce,53,10/1/1979,1/1/2100,326.77039,15.62559,42,Evergreen Forest
Park Cone,680,CO,COLORADO,SNTL,SNOTEL,9621,38.81982,-106.58962,Gunnison,51,10/1/1979,1/1/2100,4.49328,17.05311,42,Evergreen Forest
Park Creek Ridge,681,WA,WASHINGTON,SNTL,SNOTEL,4600,48.44488,-120.91551,Chelan,7,10/1/1978,1/1/2100,142.32118,5.93806,42,Evergreen Forest
Park Reservoir,682,CO,COLORADO,SNTL,SNOTEL,9987,39.04433,-107.87951,Delta,29,10/1/1978,1/1/2100,16.90535,14.17834,42,Evergreen Forest
Parker Peak,683,WY,WYOMING,SNTL,SNOTEL,9400,44.73396,-109.91484,Park,29,10/1/1979,1/1/2100,94.54504,3.35862,42,Evergreen Forest
Parleys Summit,684,UT,UTAH,SNTL,SNOTEL,7585,40.76184,-111.62917,Summit,43,10/1/1978,1/1/2100,28.44338,10.63738,41,Deciduous Forest
Parleys Upper,856,UT,UTAH,SNTL,SNOTEL,8353,40.70194,-111.60619,Salt Lake,35,8/21/2019,1/1/2100,350.26703,19.83422,42,Evergreen Forest
Parrish Creek,971,UT,UTAH,SNTL,SNOTEL,7740,40.93417,-111.81372,Davis,11,10/1/1999,1/1/2100,256.60416,9.55764,41,Deciduous Forest
Payson R.S.,686,UT,UTAH,SNTL,SNOTEL,8044,39.92976,-111.63109,Utah,49,6/17/1980,1/1/2100,49.51329,2.42092,41,Deciduous Forest
Peavine Ridge,687,OR,OREGON,SNTL,SNOTEL,3420,45.04148,-121.93252,Clackamas,5,10/1/1979,1/1/2100,355.52939,10.88002,42,Evergreen Forest
Pebble Creek,1299,ID,IDAHO,SNTL,SNOTEL,6513,42.7674,-112.10648,Caribou,29,6/17/2021,1/1/2100,72.08612,5.56168,42,Evergreen Forest
Pepper Creek,1104,WA,WASHINGTON,SNTL,SNOTEL,2140,46.10242,-121.95555,Skamania,59,8/15/2007,1/1/2100,56.27034,3.04904,42,Evergreen Forest
Peterson Meadows,930,MT,MONTANA,SNTL,SNOTEL,7200,46.12588,-113.30792,Granite,39,10/1/1965,1/1/2100,89.92463,3.00966,42,Evergreen Forest
Phantom Valley,688,CO,COLORADO,SNTL,SNOTEL,9045,40.39803,-105.84606,Grand,49,10/1/1979,1/1/2100,192.11607,5.16541,42,Evergreen Forest
Phillips Bench,689,WY,WYOMING,SNTL,SNOTEL,8200,43.51687,-110.91258,Teton,39,3/1/1976,1/1/2100,88.96738,10.13836,42,Evergreen Forest
Pickfoot Creek,690,MT,MONTANA,SNTL,SNOTEL,6650,46.57978,-111.26832,Meagher,59,6/1/1977,1/1/2100,71.41703,10.15234,42,Evergreen Forest
Pickle Keg,691,UT,UTAH,SNTL,SNOTEL,9020,39.01219,-111.58259,Sevier,41,10/1/1978,1/1/2100,153.09239,33.19012,41,Deciduous Forest
Pierce R.S.,1142,ID,IDAHO,SNTL,SNOTEL,3080,46.49597,-115.7957,Clearwater,35,9/29/2009,1/1/2100,282.41931,4.0844,42,Evergreen Forest
Pigtail Peak,692,WA,WASHINGTON,SNTL,SNOTEL,5800,46.62153,-121.38643,Yakima,77,10/1/1979,1/1/2100,101.21085,4.86047,42,Evergreen Forest
Pike Creek,693,MT,MONTANA,SNTL,SNOTEL,5930,48.30305,-113.32868,Pondera,73,10/1/1960,1/1/2100,132.10641,8.59838,71,Grassland_Herbaceous
Pine Creek,694,UT,UTAH,SNTL,SNOTEL,8734,38.88185,-112.24915,Millard,27,2/13/1985,1/1/2100,359.96146,28.98442,42,Evergreen Forest
Pine Creek Pass,695,ID,IDAHO,SNTL,SNOTEL,6720,43.56998,-111.21157,Teton,81,10/1/1988,1/1/2100,72.69935,8.08087,42,Evergreen Forest
Pinto Rock,1263,WA,WASHINGTON,SNTL,SNOTEL,4440,46.32318,-121.94219,Skamania,59,10/1/2014,1/1/2100,15.15725,8.08046,22,Developed_Low Intensity
Placer Basin,696,MT,MONTANA,SNTL,SNOTEL,8830,45.41905,-110.08844,Sweet Grass,97,10/1/1976,1/1/2100,54.24606,3.6336,42,Evergreen Forest
Pocket Creek,1133,WY,WYOMING,SNTL,SNOTEL,9360,42.7121,-109.4112,Sublette,35,9/10/2009,1/1/2100,340.91116,7.16367,90,Woody Wetlands
Poison Flat,697,CA,CALIFORNIA,SNTL,SNOTEL,7736,38.50576,-119.62624,Alpine,3,10/1/1980,1/1/2100,11.65286,9.32712,42,Evergreen Forest
Pole Canyon,1244,NV,NEVADA,SNTL,SNOTEL,7760,40.86293,-115.12067,Elko,7,10/1/2013,1/1/2100,148.01241,16.82945,41,Deciduous Forest
Pole Creek R.S.,698,NV,NEVADA,SNTL,SNOTEL,8360,41.87255,-115.24713,Elko,7,2/1/1977,1/1/2100,4.13332,24.40979,42,Evergreen Forest
Poorman Creek,932,MT,MONTANA,SNTL,SNOTEL,5100,48.12672,-115.62333,Lincoln,53,10/1/1968,1/1/2100,135.53735,15.25312,42,Evergreen Forest
Pope Ridge,699,WA,WASHINGTON,SNTL,SNOTEL,3590,47.9909,-120.56622,Chelan,7,10/1/1979,1/1/2100,66.0451,7.85886,52,Shrub_Scrub
Porcupine,700,MT,MONTANA,SNTL,SNOTEL,6500,46.11192,-110.4696,Park,67,10/1/1975,1/1/2100,284.26529,9.94411,42,Evergreen Forest
Porphyry Creek,701,CO,COLORADO,SNTL,SNOTEL,10788,38.48864,-106.33967,Gunnison,51,10/1/1978,1/1/2100,293.05109,9.04669,42,Evergreen Forest
Porter Canyon,2170,NV,NEVADA,SNTL,SNOTEL,7187,39.46544,-117.62069,Lander,15,10/22/2009,1/1/2100,33.83486,4.34512,52,Shrub_Scrub
Potato Hill,702,WA,WASHINGTON,SNTL,SNOTEL,4510,46.34963,-121.51435,Yakima,77,10/1/1980,1/1/2100,325.75616,3.44102,42,Evergreen Forest
Powder Mountain,1300,UT,UTAH,SNTL,SNOTEL,8505,41.37428,-111.76673,Cache,5,7/8/2021,1/1/2100,0.4867,20.22745,43,Mixed Forest
Powder River Pass,703,WY,WYOMING,SNTL,SNOTEL,9480,44.16188,-107.12622,Johnson,19,10/1/1949,1/1/2100,178.93996,14.17756,42,Evergreen Forest
Prairie,704,ID,IDAHO,SNTL,SNOTEL,4800,43.50513,-115.573,Elmore,39,10/1/1979,1/1/2100,185.87894,4.52523,52,Shrub_Scrub
Promontory,705,AZ,ARIZONA,SNTL,SNOTEL,7942,34.36848,-111.01088,Coconino,5,10/1/1979,1/1/2100,343.25085,7.64106,42,Evergreen Forest
Quartz Mountain,706,OR,OREGON,SNTL,SNOTEL,5720,42.31923,-120.82533,Lake,37,10/1/1979,1/1/2100,204.86806,6.04004,52,Shrub_Scrub
Quartz Peak,707,WA,WASHINGTON,SNTL,SNOTEL,4700,47.87927,-117.08938,Spokane,63,10/1/1985,1/1/2100,212.8768,13.78173,42,Evergreen Forest
Quemazon,708,NM,NEW MEXICO,SNTL,SNOTEL,9507,35.92195,-106.39179,Los Alamos,28,10/1/1979,1/1/2100,157.5116,5.28239,42,Evergreen Forest
Rabbit Ears,709,CO,COLORADO,SNTL,SNOTEL,9411,40.36735,-106.74118,Routt,107,10/1/1985,1/1/2100,266.01709,14.17979,42,Evergreen Forest
Ragged Mountain,1081,ID,IDAHO,SNTL,SNOTEL,4210,47.85583,-117.03667,Kootenai,55,8/22/2006,1/1/2100,356.5748,6.87835,42,Evergreen Forest
Railroad Overpass,710,OR,OREGON,SNTL,SNOTEL,2680,43.65887,-122.21272,Lane,39,10/1/1980,1/1/2100,219.54776,1.08498,42,Evergreen Forest
Rainbow Canyon,1110,NV,NEVADA,SNTL,SNOTEL,7860,36.2493,-115.62972,Clark,3,10/1/2008,1/1/2100,21.84305,16.46463,52,Shrub_Scrub
Rainy Pass,711,WA,WASHINGTON,SNTL,SNOTEL,4890,48.51865,-120.7358,Chelan,7,10/1/1979,1/1/2100,44.93942,14.69438,42,Evergreen Forest
Rawah,1032,CO,COLORADO,SNTL,SNOTEL,9069,40.70794,-106.00727,Jackson,57,9/1/2002,1/1/2100,233.37462,17.20008,42,Evergreen Forest
Red Hill,712,OR,OREGON,SNTL,SNOTEL,4410,45.4643,-121.70428,Hood River,27,10/1/1978,1/1/2100,350.03311,9.12794,42,Evergreen Forest
Red Mountain Pass,713,CO,COLORADO,SNTL,SNOTEL,11080,37.89168,-107.71389,San Juan,111,10/1/1979,1/1/2100,271.98282,13.51336,42,Evergreen Forest
Red Pine Ridge,714,UT,UTAH,SNTL,SNOTEL,8988,39.45197,-111.27221,Emery,15,10/1/1978,1/1/2100,174.76227,3.50959,52,Shrub_Scrub
Red River Pass #2,715,NM,NEW MEXICO,SNTL,SNOTEL,9855,36.69935,-105.34145,Taos,55,10/1/1978,1/1/2100,358.74493,2.8604,42,Evergreen Forest
Redden Mine Lwr,1225,UT,UTAH,SNTL,SNOTEL,8532,40.67505,-111.21765,Summit,43,10/1/2012,1/1/2100,287.4277,7.64901,41,Deciduous Forest
Rees Flat,1217,UT,UTAH,SNTL,SNOTEL,7206,39.49667,-111.72508,Juab,23,10/1/2012,1/1/2100,25.45207,20.88289,41,Deciduous Forest
Reno Hill,716,WY,WYOMING,SNTL,SNOTEL,8430,42.57089,-106.08969,Natrona,25,10/1/1979,1/1/2100,237.07597,3.40016,42,Evergreen Forest
Rex River,911,WA,WASHINGTON,SNTL,SNOTEL,3810,47.30218,-121.60475,King,33,8/28/1995,1/1/2100,331.27731,14.95955,42,Evergreen Forest
Reynolds Creek,2029,ID,IDAHO,SNTL,SNOTEL,5600,43.28863,-116.8431,Owyhee,73,8/31/1999,1/1/2100,118.52583,3.5563,71,Grassland_Herbaceous
Rice Park,933,NM,NEW MEXICO,SNTL,SNOTEL,8497,35.23658,-108.27404,Cibola,6,8/10/1998,1/1/2100,342.16919,10.82859,42,Evergreen Forest
Rio Santa Barbara,1254,NM,NEW MEXICO,SNTL,SNOTEL,10664,36.07196,-105.62949,Taos,55,9/24/2013,1/1/2100,285.09824,4.67949,42,Evergreen Forest
Ripple Creek,717,CO,COLORADO,SNTL,SNOTEL,10350,40.10844,-107.29383,Rio Blanco,103,10/1/1985,1/1/2100,208.56447,6.97648,42,Evergreen Forest
Roach,718,CO,COLORADO,SNTL,SNOTEL,9740,40.87498,-106.04675,Larimer,69,10/1/1979,1/1/2100,129.42186,10.12756,42,Evergreen Forest
Roaring River,719,OR,OREGON,SNTL,SNOTEL,4950,43.90098,-122.03063,Lane,39,10/1/1979,1/1/2100,311.00009,4.8932,42,Evergreen Forest
Rock Creek,720,UT,UTAH,SNTL,SNOTEL,7886,40.54875,-110.69292,Duchesne,13,6/12/1980,1/1/2100,166.37465,7.13669,42,Evergreen Forest
Rock Springs,721,OR,OREGON,SNTL,SNOTEL,5290,44.00883,-118.83842,Grant,23,10/1/1979,1/1/2100,297.30933,17.22338,42,Evergreen Forest
Rocker Peak,722,MT,MONTANA,SNTL,SNOTEL,8000,46.35613,-112.26176,Jefferson,43,10/1/1967,1/1/2100,143.53719,13.46823,42,Evergreen Forest
Rockwood GS,1309,UT,UTAH,SNTL,SNOTEL,8593,38.67101,-112.3305,Sevier,41,9/8/2022,1/1/2100,227.9523,5.97891,41,Deciduous Forest
Rocky Basin-Settleme,723,UT,UTAH,SNTL,SNOTEL,8704,40.44293,-112.22377,Tooele,45,6/10/1980,1/1/2100,286.61731,7.2528,42,Evergreen Forest
Rocky Boy,917,MT,MONTANA,SNTL,SNOTEL,4700,48.17478,-109.64728,Hill,41,10/1/1967,1/1/2100,78.76733,7.15338,42,Evergreen Forest
Rough And Tumble,939,CO,COLORADO,SNTL,SNOTEL,10432,39.02611,-106.08063,Park,93,8/10/1998,1/1/2100,2.11559,6.70821,42,Evergreen Forest
Rubicon #2,724,CA,CALIFORNIA,SNTL,SNOTEL,7619,38.99927,-120.13139,El Dorado,17,10/1/1980,1/1/2100,33.96515,15.87775,42,Evergreen Forest
S Fork Shields,725,MT,MONTANA,SNTL,SNOTEL,8100,46.0896,-110.43363,Park,67,10/1/1978,1/1/2100,281.24988,6.29659,52,Shrub_Scrub
Sacajawea,929,MT,MONTANA,SNTL,SNOTEL,6550,45.87395,-110.92783,Gallatin,31,9/30/1999,1/1/2100,82.51987,2.27288,42,Evergreen Forest
Saddle Mountain,726,OR,OREGON,SNTL,SNOTEL,3110,45.54477,-123.37315,Washington,67,10/1/1978,1/1/2100,148.57635,19.24472,42,Evergreen Forest
Saddle Mtn.,727,MT,MONTANA,SNTL,SNOTEL,7940,45.69259,-113.96828,Beaverhead,1,10/1/1967,1/1/2100,59.14361,8.15253,42,Evergreen Forest
Sage Creek Basin,1015,WY,WYOMING,SNTL,SNOTEL,7850,41.40107,-107.2574,Carbon,7,10/1/2001,1/1/2100,67.47676,12.42851,41,Deciduous Forest
Saint Elmo,1100,CO,COLORADO,SNTL,SNOTEL,10450,38.69985,-106.36805,Chaffee,15,8/30/2007,1/1/2100,0.33206,21.51852,42,Evergreen Forest
Salmon Meadows,728,WA,WASHINGTON,SNTL,SNOTEL,4460,48.65518,-119.8383,Okanogan,47,10/1/1979,1/1/2100,248.54605,4.03396,42,Evergreen Forest
Salt Creek Falls,729,OR,OREGON,SNTL,SNOTEL,4220,43.61193,-122.11758,Lane,39,10/1/1979,1/1/2100,172.74982,11.38243,42,Evergreen Forest
Salt River Summit,730,WY,WYOMING,SNTL,SNOTEL,7640,42.5075,-110.9099,Lincoln,23,10/1/1959,1/1/2100,49.95781,12.92476,42,Evergreen Forest
San Antonio Sink,1172,NM,NEW MEXICO,SNTL,SNOTEL,9143,36.85967,-106.22657,Rio Arriba,39,7/14/2011,1/1/2100,15.48645,30.93488,42,Evergreen Forest
Sand Lake,731,WY,WYOMING,SNTL,SNOTEL,10098,41.4625,-106.281,Carbon,7,10/1/1979,1/1/2100,324.92487,10.95134,42,Evergreen Forest
Sandstone RS,732,WY,WYOMING,SNTL,SNOTEL,8152,41.11179,-107.17043,Carbon,7,10/1/1984,1/1/2100,303.93924,4.09669,41,Deciduous Forest
Santa Fe,922,NM,NEW MEXICO,SNTL,SNOTEL,11465,35.77154,-105.78487,Santa Fe,49,10/1/1996,1/1/2100,124.80942,7.41389,42,Evergreen Forest
Santaquin Meadows,1280,UT,UTAH,SNTL,SNOTEL,7835,39.92076,-111.71802,Utah,49,10/27/2016,1/1/2100,310.12119,20.95108,52,Shrub_Scrub
Santiam Jct.,733,OR,OREGON,SNTL,SNOTEL,3740,44.43503,-121.94502,Linn,43,10/1/1978,1/1/2100,319.33786,0.61161,52,Shrub_Scrub
Sargents Mesa,1128,CO,COLORADO,SNTL,SNOTEL,11499,38.2856,-106.37085,Saguache,109,10/1/2008,1/1/2100,53.27229,4.12396,42,Evergreen Forest
Sasse Ridge,734,WA,WASHINGTON,SNTL,SNOTEL,4340,47.38485,-121.06323,Kittitas,37,10/1/1983,1/1/2100,292.37286,14.10364,71,Grassland_Herbaceous
Satus Pass,1231,WA,WASHINGTON,SNTL,SNOTEL,3960,45.98797,-120.67734,Klickitat,39,8/23/2012,1/1/2100,58.14452,12.61929,42,Evergreen Forest
Savage Pass,735,ID,IDAHO,SNTL,SNOTEL,6190,46.46633,-114.63333,Idaho,49,10/1/1982,1/1/2100,39.40121,8.68287,42,Evergreen Forest
Sawmill Ridge,1068,WA,WASHINGTON,SNTL,SNOTEL,4640,47.15992,-121.42172,King,33,7/27/2006,1/1/2100,251.36351,7.32293,42,Evergreen Forest
Sawtooth,1251,CO,COLORADO,SNTL,SNOTEL,9676,40.13632,-105.58486,Boulder,13,9/23/2014,1/1/2100,11.04574,16.35903,42,Evergreen Forest
Schneider Meadows,736,OR,OREGON,SNTL,SNOTEL,5400,45.00107,-117.16522,Baker,1,10/1/1980,1/1/2100,205.9917,3.83061,52,Shrub_Scrub
Schofield Pass,737,CO,COLORADO,SNTL,SNOTEL,10653,39.01467,-107.04933,Gunnison,51,10/1/1984,1/1/2100,234.63849,12.2366,42,Evergreen Forest
Schwartz Lake,915,ID,IDAHO,SNTL,SNOTEL,8630,44.84618,-113.83732,Lemhi,59,9/26/1995,1/1/2100,112.26507,8.55119,42,Evergreen Forest
Schweitzer Basin,738,ID,IDAHO,SNTL,SNOTEL,6090,48.37428,-116.63917,Bonner,17,10/1/1979,1/1/2100,311.7341,20.75154,42,Evergreen Forest
Scotch Creek,739,CO,COLORADO,SNTL,SNOTEL,9195,37.64562,-108.00833,Dolores,33,10/1/1985,1/1/2100,175.09961,15.43898,41,Deciduous Forest
Secesh Summit,740,ID,IDAHO,SNTL,SNOTEL,6540,45.18848,-115.97152,Valley,85,10/1/1979,1/1/2100,140.3521,4.52441,52,Shrub_Scrub
Sedgwick Peak,741,ID,IDAHO,SNTL,SNOTEL,7850,42.52497,-111.95635,Bannock,5,10/1/1988,1/1/2100,26.16933,24.47571,42,Evergreen Forest
Seeley Creek,742,UT,UTAH,SNTL,SNOTEL,9904,39.31042,-111.43297,Sanpete,39,10/18/1978,1/1/2100,129.32419,1.1931,71,Grassland_Herbaceous
Seine Creek,743,OR,OREGON,SNTL,SNOTEL,2060,45.52688,-123.29857,Washington,67,10/1/1979,1/1/2100,347.30203,5.69026,21,Developed_Open Space
Senorita Divide #2,744,NM,NEW MEXICO,SNTL,SNOTEL,8569,36.00152,-106.83408,Rio Arriba,39,10/1/1979,1/1/2100,122.25288,3.88109,42,Evergreen Forest
Sentinel Butte,1043,WA,WASHINGTON,SNTL,SNOTEL,4680,48.86133,-118.39843,Ferry,19,8/27/2003,1/1/2100,320.6636,29.98169,52,Shrub_Scrub
Sevenmile Marsh,745,OR,OREGON,SNTL,SNOTEL,5700,42.69825,-122.14165,Klamath,35,10/1/1979,1/1/2100,323.04895,17.47874,42,Evergreen Forest
